Gene_ID	Name	SRR1796061	SRR1796064	SRR1796094	SRR1796237	SRR1796312	SRR1796318
ENSMUSG00000113164	4930559C10Rik	0	0	0	0	0	0
ENSMUSG00000113165	Gm47863	0	1	0	0	0	0
ENSMUSG00000113166	Gm19047	0	0	0	0	0	0
ENSMUSG00000113167	Gm48482	0	0	0	0	0	0
ENSMUSG00000113168	Gm7614	0	2	1	0	2	1
ENSMUSG00000113169	Gm6171	0	0	0	0	0	0
ENSMUSG00000113170	Gm36839	1	2	3	1	2	1
ENSMUSG00000113171	Gm48359	0	0	0	0	0	0
ENSMUSG00000113172	Gm47836	0	0	0	0	0	0
ENSMUSG00000113173	Gm48221	0	0	0	0	0	0
ENSMUSG00000113174	Gm9292	0	0	0	0	0	0
ENSMUSG00000113175	Gm9973	0	0	0	0	0	0
ENSMUSG00000113177	Gm7214	0	0	0	0	0	0
ENSMUSG00000113178	Mylf-ps	0	0	0	0	0	0
ENSMUSG00000113179	1700030L22Rik	0	0	0	0	0	0
ENSMUSG00000113180	Gm46998	0	0	0	0	0	0
ENSMUSG00000113181	Gm47954	0	0	0	0	0	0
ENSMUSG00000113182	Gm20102	0	1	0	0	0	0
ENSMUSG00000113183	Gm47664	1	1	0	0	1	0
ENSMUSG00000113184	Gm49654	0	0	0	0	0	1
ENSMUSG00000113185	Gm47127	0	0	1	0	0	0
ENSMUSG00000113186	A330076C08Rik	0	0	1	0	0	0
ENSMUSG00000113187	Gm5955	0	0	0	0	0	0
ENSMUSG00000113188	Gm35638	4	7	7	1	9	4
ENSMUSG00000113189	B020018J22Rik	0	0	0	0	0	0
ENSMUSG00000113190	Gm47545	0	0	0	0	0	0
ENSMUSG00000113191	Gm48343	0	0	1	1	0	0
ENSMUSG00000113192	Gm18032	0	0	0	0	0	0
ENSMUSG00000113193	Gm40576	0	0	0	0	0	0
ENSMUSG00000113194	Gm47998	0	0	0	0	0	0
ENSMUSG00000113195	Gm48586	1	1	1	1	0	2
ENSMUSG00000113196	D230049E03Rik	6	5	4	2	4	4
ENSMUSG00000113197	Gm48318	0	0	0	0	0	0
ENSMUSG00000113198	Gm6988	5	2	1	4	7	8
ENSMUSG00000113199	Gm9229	0	0	0	0	0	0
ENSMUSG00000113200	Gm48632	2	3	4	2	4	7
ENSMUSG00000113201	Eif1ad13	0	0	0	0	0	0
ENSMUSG00000113202	Gm48291	0	0	0	0	0	0
ENSMUSG00000113203	Gm47587	0	0	0	0	0	0
ENSMUSG00000113204	Gm46430	21	22	32	23	46	56
ENSMUSG00000113205	Gm48525	0	0	0	0	0	0
ENSMUSG00000113206	Gm3742	0	0	0	0	0	0
ENSMUSG00000113207	Cbx3-ps5	0	0	0	0	0	0
ENSMUSG00000113208	Gm48421	0	0	0	0	0	0
ENSMUSG00000113209	1700081N11Rik	1	0	0	0	0	0
ENSMUSG00000113210	4930474N09Rik	0	0	0	0	0	0
ENSMUSG00000113211	4921525O09Rik	0	0	0	0	0	0
ENSMUSG00000113212	Gm47435	0	0	0	0	0	0
ENSMUSG00000113213	Gm19540	0	0	0	0	0	0
ENSMUSG00000113214	Gm48010	1	0	3	2	0	2
ENSMUSG00000113215	Gm18749	0	0	0	0	0	0
ENSMUSG00000113216	Gm40841	0	0	0	0	0	0
ENSMUSG00000113217	Gm47187	0	0	0	0	0	0
ENSMUSG00000113218	4933409F18Rik	0	0	0	0	0	0
ENSMUSG00000113219	Gm17890	0	0	0	0	0	0
ENSMUSG00000113220	Gm35208	0	0	0	0	0	0
ENSMUSG00000113221	Gm18880	0	0	0	0	0	0
ENSMUSG00000113222	Gm48557	5	3	3	2	3	4
ENSMUSG00000113223	Gm48147	0	0	0	0	0	1
ENSMUSG00000113224	Gm48444	0	0	0	0	0	0
ENSMUSG00000113225	Gm36074	0	0	0	0	0	0
ENSMUSG00000113226	Gm47808	0	0	1	0	0	1
ENSMUSG00000113227	4933433N18Rik	0	0	0	0	0	0
ENSMUSG00000113228	4930471E15Rik	0	0	0	0	0	0
ENSMUSG00000113229	Gm18442	0	0	0	0	0	0
ENSMUSG00000113230	Gm48101	0	0	0	0	0	0
ENSMUSG00000113231	Gm5189	0	0	0	0	0	0
ENSMUSG00000113232	Gm48494	0	0	0	0	0	0
ENSMUSG00000113233	Gm31063	0	0	0	0	0	0
ENSMUSG00000113234	Gm49330	0	0	0	0	0	0
ENSMUSG00000113235	Gm47872	0	0	0	0	0	0
ENSMUSG00000113236	Gm40548	0	0	0	0	0	0
ENSMUSG00000113237	Gm6109	7	5	7	5	6	3
ENSMUSG00000113238	Gm47251	0	0	0	0	0	0
ENSMUSG00000113239	Gm18388	0	0	0	0	0	0
ENSMUSG00000113240	Gm48338	3	0	7	2	3	3
ENSMUSG00000113241	Gm40663	0	0	0	4	4	4
ENSMUSG00000113242	Gm48016	0	0	0	0	0	0
ENSMUSG00000113243	Gm36525	0	0	0	0	0	0
ENSMUSG00000113244	Gm31218	0	0	0	0	0	0
ENSMUSG00000113245	Gm48574	0	0	0	0	0	0
ENSMUSG00000113246	Gm36752	0	0	0	0	0	0
ENSMUSG00000113247	Gm30155	0	0	0	0	0	0
ENSMUSG00000113248	Gm18338	0	0	0	0	0	0
ENSMUSG00000113249	Gm33312	2	0	0	0	0	0
ENSMUSG00000113250	Gm48585	0	0	1	2	0	1
ENSMUSG00000113251	Gm18363	0	0	0	0	0	0
ENSMUSG00000113252	Gm33489	0	0	0	0	0	0
ENSMUSG00000113253	Gm48241	0	0	0	0	0	0
ENSMUSG00000113254	Gm272	0	0	0	0	0	0
ENSMUSG00000113255	Tes3-ps	6	8	10	2	3	12
ENSMUSG00000113256	Gm48527	0	0	0	0	0	0
ENSMUSG00000113257	Gm30409	0	1	1	0	0	2
ENSMUSG00000113258	Gm7446	1	6	9	3	5	6
ENSMUSG00000113259	Gm35190	0	0	0	0	4	6
ENSMUSG00000113260	Gm53057	0	0	0	0	0	0
ENSMUSG00000113261	Gm47404	0	0	0	0	0	0
ENSMUSG00000113262	Gm48551	0	0	0	0	0	0
ENSMUSG00000113263	Gm4811	2	4	3	2	0	0
ENSMUSG00000113264	Gm19095	0	0	0	0	0	0
ENSMUSG00000113265	Gm30198	0	0	0	0	0	0
ENSMUSG00000113266	Gm19563	0	0	0	0	0	0
ENSMUSG00000113267	Gm47969	0	0	0	0	0	0
ENSMUSG00000113268	4930477G07Rik	0	0	0	0	0	0
ENSMUSG00000113269	Gm47494	0	0	0	0	0	0
ENSMUSG00000113270	Gm48235	0	0	0	0	0	0
ENSMUSG00000113271	Gm40653	0	0	0	0	0	3
ENSMUSG00000113272	Gm34809	0	0	0	0	0	0
ENSMUSG00000113273	Gm48423	0	0	0	0	0	0
ENSMUSG00000113274	Gm41002	0	0	0	0	0	0
ENSMUSG00000113275	Tubb2a-ps2	0	0	0	0	0	0
ENSMUSG00000113276	Gm33630	0	0	0	0	0	0
ENSMUSG00000113277	Gm18116	0	0	0	0	0	0
ENSMUSG00000113278	Gm33016	0	0	0	0	0	0
ENSMUSG00000113279	Gm47470	0	0	0	0	0	0
ENSMUSG00000113280	Gm21559	1	0	0	1	0	0
ENSMUSG00000113281	Gm11360	0	0	0	0	0	0
ENSMUSG00000113282	Gm20368	0	0	0	0	0	0
ENSMUSG00000113283	Gm35890	0	0	0	0	0	0
ENSMUSG00000113284	Gm48213	0	0	0	0	0	0
ENSMUSG00000113285	Gm36128	0	0	0	0	0	1
ENSMUSG00000113286	Gm18627	0	0	0	0	0	0
ENSMUSG00000113287	Gm40853	0	0	0	0	0	0
ENSMUSG00000113288	Gm47982	0	0	0	0	0	0
ENSMUSG00000113289	Gm48044	0	0	0	0	0	0
ENSMUSG00000113290	A530058O07Rik	0	0	0	0	0	0
ENSMUSG00000113291	Gm19001	0	0	0	0	0	0
ENSMUSG00000113292	Gm18413	0	0	0	0	0	0
ENSMUSG00000113293	Gm48688	0	0	0	0	0	0
ENSMUSG00000113294	Gm49326	0	1	2	0	0	0
ENSMUSG00000113295	Gm49357	0	0	0	0	0	0
ENSMUSG00000113296	Gm48032	0	0	0	0	0	0
ENSMUSG00000113297	Rpl17-ps6	0	0	0	0	0	0
ENSMUSG00000113298	Gm48559	0	0	0	0	0	0
ENSMUSG00000113299	Gm35618	0	0	0	0	0	0
ENSMUSG00000113300	Gm49371	0	1	0	0	0	0
ENSMUSG00000113301	Gm48103	0	0	0	0	0	0
ENSMUSG00000113302	Gm32219	0	0	0	0	0	0
ENSMUSG00000113303	4930423D22Rik	0	0	0	0	0	0
ENSMUSG00000113304	Gm48618	0	0	0	0	0	0
ENSMUSG00000113305	Gm47811	0	0	0	0	0	0
ENSMUSG00000113306	Mif-ps7	0	0	0	0	0	0
ENSMUSG00000113307	Gm48516	0	0	0	0	0	0
ENSMUSG00000113308	Gm48445	0	0	0	0	0	0
ENSMUSG00000113309	Gm48408	0	0	0	0	0	0
ENSMUSG00000113310	Gm47884	0	0	0	0	0	0
ENSMUSG00000113311	Gm47428	0	0	0	0	0	0
ENSMUSG00000113312	Gm48052	0	0	0	0	0	0
ENSMUSG00000113313	Gm32036	0	0	0	0	0	0
ENSMUSG00000113314	Gm2721	0	0	0	0	0	0
ENSMUSG00000113315	Gm8227	0	0	0	1	0	1
ENSMUSG00000113316	Gm48253	0	0	0	0	0	0
ENSMUSG00000113317	Gm48573	0	0	0	0	0	0
ENSMUSG00000113318	Gm18113	0	0	0	0	0	1
ENSMUSG00000113319	Gm9628	0	0	0	0	0	0
ENSMUSG00000113320	Gm47515	0	0	0	0	0	0
ENSMUSG00000113321	Gm8075	0	0	0	0	0	0
ENSMUSG00000113322	Gm48492	0	0	0	0	0	0
ENSMUSG00000113323	Gm18625	0	0	0	0	0	0
ENSMUSG00000113324	Gm48819	0	0	0	0	0	0
ENSMUSG00000113325	Gm48080	0	0	0	0	0	0
ENSMUSG00000113326	Gm47586	6	15	18	10	11	13
ENSMUSG00000113327	Gm48615	0	0	0	0	0	0
ENSMUSG00000113328	Gm47260	12	12	10	8	9	15
ENSMUSG00000113329	4930555G21Rik	0	0	0	0	0	0
ENSMUSG00000113330	Gm34237	0	0	0	0	0	0
ENSMUSG00000113331	3110009F21Rik	0	0	0	0	0	0
ENSMUSG00000113332	Gm9259	0	0	0	0	0	0
ENSMUSG00000113333	Gm19011	0	0	0	0	0	0
ENSMUSG00000113334	D030007L05Rik	0	0	0	0	0	0
ENSMUSG00000113335	Gm48296	0	0	0	0	0	0
ENSMUSG00000113336	Gm16497	0	0	0	0	0	0
ENSMUSG00000113337	Gm19220	0	0	0	0	0	0
ENSMUSG00000113338	A530046M15Rik	0	0	0	0	0	0
ENSMUSG00000113339	Gm17915	0	0	0	0	0	0
ENSMUSG00000113340	Gm7695	4	3	7	1	3	4
ENSMUSG00000113341	9430031K09Rik	2	1	1	1	1	2
ENSMUSG00000113342	AA414992	0	0	0	0	0	0
ENSMUSG00000113343	Gm34923	0	0	0	0	0	0
ENSMUSG00000113344	Gm49251	0	0	0	0	0	0
ENSMUSG00000113345	Gm48096	0	0	0	0	0	0
ENSMUSG00000113346	Eprn	0	0	0	0	0	2
ENSMUSG00000113347	Gm47323	0	0	0	0	0	0
ENSMUSG00000113348	Gm8607	0	0	0	0	0	0
ENSMUSG00000113349	Gm48369	1	0	1	0	0	1
ENSMUSG00000113350	Vmn2r-ps102	0	0	0	0	0	0
ENSMUSG00000113351	Gm48575	0	0	0	0	0	0
ENSMUSG00000113352	Gm34639	0	0	0	0	0	0
ENSMUSG00000113353	Gm18878	0	0	0	0	0	0
ENSMUSG00000113354	Gm20789	0	0	0	0	0	0
ENSMUSG00000113355	Gm48888	0	0	0	0	0	0
ENSMUSG00000113356	Gm48012	0	0	0	0	0	0
ENSMUSG00000113357	Gm19195	1	0	0	1	2	1
ENSMUSG00000113358	1700112M02Rik	0	0	0	0	0	0
ENSMUSG00000113359	Gm48730	0	0	0	0	0	0
ENSMUSG00000113360	Gm48355	0	0	0	0	0	0
ENSMUSG00000113361	B930059L03Rik	1	1	2	0	0	1
ENSMUSG00000113362	Gm40557	0	0	0	0	0	0
ENSMUSG00000113363	Gm48187	0	0	0	0	0	0
ENSMUSG00000113364	Gm48059	0	0	0	0	0	0
ENSMUSG00000113365	Gm48424	0	0	1	0	0	0
ENSMUSG00000113366	Gm47259	0	0	0	0	0	0
ENSMUSG00000113367	Gm47125	0	0	0	0	0	0
ENSMUSG00000113368	Gm10054	5	2	2	6	2	6
ENSMUSG00000113369	Gm8504	0	0	0	0	0	0
ENSMUSG00000113370	Gm46348	0	0	0	0	0	0
ENSMUSG00000113371	Gm48588	0	0	0	0	0	0
ENSMUSG00000113372	Gm18624	0	0	0	0	0	0
ENSMUSG00000113374	Gm33654	0	0	0	0	0	0
ENSMUSG00000113375	Gm47838	0	0	0	0	0	0
ENSMUSG00000113376	Gm48572	0	0	0	0	0	0
ENSMUSG00000113377	Gm48446	0	0	0	0	0	0
ENSMUSG00000113378	Gm47660	0	0	0	0	0	0
ENSMUSG00000113379	Gm46436	1	0	4	1	5	4
ENSMUSG00000113380	Gm48682	0	0	0	0	0	0
ENSMUSG00000113381	Vmn2r-ps97	0	0	0	0	0	0
ENSMUSG00000113382	Gm48429	0	0	0	0	0	0
ENSMUSG00000113383	Gm47267	0	0	0	0	0	0
ENSMUSG00000113384	Gm47859	0	0	0	0	0	0
ENSMUSG00000113385	Gm48405	1	1	1	0	1	0
ENSMUSG00000113386	Gm47357	0	0	0	0	0	0
ENSMUSG00000113387	Gm31508	0	0	1	0	0	0
ENSMUSG00000113388	Gm48111	0	0	0	0	0	0
ENSMUSG00000113389	Gm9512	105	96	163	92	94	122
ENSMUSG00000113390	Gm32635	0	0	0	0	0	0
ENSMUSG00000113391	Gm48327	0	0	0	0	0	0
ENSMUSG00000113392	Gm36262	0	0	0	0	1	3
ENSMUSG00000113393	Gm48415	0	0	0	0	0	0
ENSMUSG00000113394	Gm48436	0	0	0	0	0	0
ENSMUSG00000113395	Gm48365	0	0	0	0	0	1
ENSMUSG00000113396	Gm33467	0	0	0	0	0	0
ENSMUSG00000113397	Gm9194	0	0	0	0	0	0
ENSMUSG00000113398	Gm5194	0	0	0	0	0	0
ENSMUSG00000113399	Gm48199	3	3	8	0	3	5
ENSMUSG00000113400	Gm8605	0	0	0	0	0	0
ENSMUSG00000113401	Gm18247	0	0	0	0	0	0
ENSMUSG00000113402	Zfp996	0	0	0	0	0	0
ENSMUSG00000113403	Gm9315	1	2	0	2	4	3
ENSMUSG00000113404	Gm48622	0	0	0	0	0	0
ENSMUSG00000113405	Gm4935	0	2	2	0	2	0
ENSMUSG00000113406	Gm7762	0	0	0	0	0	0
ENSMUSG00000113407	Gm47437	0	0	0	0	0	0
ENSMUSG00000113408	Gm48540	0	0	0	0	0	0
ENSMUSG00000113409	Gm8288	0	0	0	0	0	0
ENSMUSG00000113410	Gm20043	0	0	0	0	0	0
ENSMUSG00000113411	Gm48643	0	0	0	0	0	0
ENSMUSG00000113412	Gm5191	0	1	0	0	2	1
ENSMUSG00000113413	Gm21941	0	0	0	0	0	0
ENSMUSG00000113414	Gm18504	0	0	0	0	0	0
ENSMUSG00000113415	Gm3234	0	0	0	0	0	0
ENSMUSG00000113416	Gm49328	1	0	0	0	0	1
ENSMUSG00000113417	Gm47478	0	0	0	0	0	0
ENSMUSG00000113418	Gm47172	0	0	0	0	0	0
ENSMUSG00000113419	Gm5789	0	0	0	0	0	0
ENSMUSG00000113420	Gm7242	1	0	0	0	0	0
ENSMUSG00000113421	Gm4166	0	0	0	0	0	0
ENSMUSG00000113422	Gm47556	0	0	0	0	0	0
ENSMUSG00000113423	Gm3791	5	4	7	2	6	6
ENSMUSG00000113424	Gm48161	4	4	6	0	0	3
ENSMUSG00000113425	Gm48653	1	0	0	0	0	2
ENSMUSG00000113426	Gm6056	0	0	0	0	0	0
ENSMUSG00000113427	Gm46378	0	1	1	1	0	3
ENSMUSG00000113428	Gm7664	4	0	0	3	2	5
ENSMUSG00000113429	Gm20063	0	0	0	0	0	0
ENSMUSG00000113430	Gm47086	0	0	0	0	0	0
ENSMUSG00000113431	Gm6722	0	2	2	1	1	2
ENSMUSG00000113432	8430406P12Rik	2	2	1	3	3	4
ENSMUSG00000113433	Gm47489	0	0	0	0	0	0
ENSMUSG00000113434	3200001D21Rik	0	0	0	0	0	0
ENSMUSG00000113435	Gm19441	0	0	0	0	0	0
ENSMUSG00000113436	Gm48392	0	0	0	0	0	0
ENSMUSG00000113437	Gm47412	0	0	0	0	0	0
ENSMUSG00000113438	Gm47369	0	0	0	0	1	1
ENSMUSG00000113439	Gm49382	0	0	0	0	0	0
ENSMUSG00000113440	Gm46404	1	1	2	2	2	3
ENSMUSG00000113441	Gm40438	3	5	6	2	7	12
ENSMUSG00000113442	Gm47973	0	0	0	0	0	0
ENSMUSG00000113443	Gm48668	0	0	0	0	0	0
ENSMUSG00000113444	Gm48672	0	0	0	0	0	0
ENSMUSG00000113445	Gm48661	0	0	0	0	0	0
ENSMUSG00000113446	Gm47455	0	0	0	0	0	0
ENSMUSG00000113447	Gm48538	0	0	0	0	0	0
ENSMUSG00000113448	Gm7042	0	0	3	0	1	3
ENSMUSG00000113449	Gm48073	0	0	0	0	0	0
ENSMUSG00000113450	Zfp935	2	2	2	1	1	4
ENSMUSG00000113451	Gm47421	0	0	0	0	0	0
ENSMUSG00000113452	Gm18616	0	0	0	0	0	0
ENSMUSG00000113453	Gm30709	0	0	0	0	0	0
ENSMUSG00000113454	Gm47373	0	0	0	0	0	0
ENSMUSG00000113455	Gm48825	0	0	0	0	0	0
ENSMUSG00000113456	Gm30738	1	0	1	0	3	0
ENSMUSG00000113457	Gm47152	0	0	0	0	0	0
ENSMUSG00000113458	Gm33684	0	0	0	0	0	0
ENSMUSG00000113459	Gm30655	0	0	0	0	0	0
ENSMUSG00000113460	Gm48686	0	0	0	0	0	0
ENSMUSG00000113461	Gm48186	0	0	0	0	0	0
ENSMUSG00000113462	Gm48248	0	0	0	0	0	0
ENSMUSG00000113463	4930520P13Rik	0	0	0	0	0	0
ENSMUSG00000113464	Gm47901	0	0	0	0	0	0
ENSMUSG00000113465	Gm40271	0	0	0	0	0	0
ENSMUSG00000113466	Gm48649	0	0	0	0	0	0
ENSMUSG00000113467	Gm46350	0	4	1	0	4	0
ENSMUSG00000113468	Gm48165	0	0	0	0	0	0
ENSMUSG00000113469	Gm7065	0	0	0	0	0	0
ENSMUSG00000113470	4930448F12Rik	0	0	0	0	0	0
ENSMUSG00000113471	Gm48116	0	0	0	0	0	0
ENSMUSG00000113472	Gm47602	0	0	0	0	0	0
ENSMUSG00000113473	Gm7045	0	0	0	0	0	0
ENSMUSG00000113474	Gm48110	0	0	0	0	0	0
ENSMUSG00000113475	Gm49366	0	0	0	0	0	0
ENSMUSG00000113476	Gm48309	0	0	1	0	0	0
ENSMUSG00000113477	Gm45965	0	0	0	0	0	0
ENSMUSG00000113478	Gm18405	0	0	0	0	0	0
ENSMUSG00000113479	Gm47796	0	0	0	0	0	0
ENSMUSG00000113480	Gm47413	0	0	0	0	0	0
ENSMUSG00000113481	Gm48388	0	0	0	0	0	0
ENSMUSG00000113482	Gm48167	0	0	0	0	0	0
ENSMUSG00000113483	Gm47548	0	0	0	0	0	0
ENSMUSG00000113484	Gm47157	0	0	1	0	0	0
ENSMUSG00000113485	Gm48000	0	0	0	0	0	0
ENSMUSG00000113486	Gm48676	1	1	0	1	1	0
ENSMUSG00000113487	Gm47422	0	0	0	0	0	0
ENSMUSG00000113488	Gm47819	0	1	0	0	1	1
ENSMUSG00000113489	Ubl5b	0	0	0	0	0	0
ENSMUSG00000113490	Gm18620	0	0	0	0	0	0
ENSMUSG00000113491	Gm19221	1	1	1	1	0	0
ENSMUSG00000113492	Gm47792	0	0	0	0	0	0
ENSMUSG00000113493	Gm7441	0	0	0	0	0	0
ENSMUSG00000113494	Gm48102	0	0	0	0	0	0
ENSMUSG00000113495	Gm19792	0	0	0	0	0	0
ENSMUSG00000113496	Gm6575	0	0	0	0	0	0
ENSMUSG00000113497	Gm18030	0	0	0	0	0	0
ENSMUSG00000113498	Gm4036	0	0	0	0	1	0
ENSMUSG00000113499	Gm18500	0	0	0	0	0	0
ENSMUSG00000113500	Gm47249	0	0	0	0	0	0
ENSMUSG00000113501	Gm18940	0	0	0	0	0	0
ENSMUSG00000113502	Gm47411	0	0	0	1	1	2
ENSMUSG00000113503	Gm47490	0	0	0	0	0	0
ENSMUSG00000113504	Selenok-ps5	0	1	2	0	1	0
ENSMUSG00000113505	Gm48593	0	0	0	0	0	0
ENSMUSG00000113506	Gm49377	0	0	0	0	0	0
ENSMUSG00000113507	Gm48613	0	0	0	0	0	0
ENSMUSG00000113508	Gm9742	0	0	0	0	0	0
ENSMUSG00000113509	Gm19009	0	0	0	0	0	0
ENSMUSG00000113510	Gm7239	3	3	4	0	3	2
ENSMUSG00000113511	Gm19046	0	0	0	1	0	2
ENSMUSG00000113512	Gm9063	1	0	4	3	2	4
ENSMUSG00000113513	Gm19118	0	0	0	0	0	0
ENSMUSG00000113514	Gm18960	0	0	0	0	0	0
ENSMUSG00000113515	Gm29675	0	0	1	0	0	3
ENSMUSG00000113516	Gm47368	0	0	0	0	0	0
ENSMUSG00000113517	Gm47905	3	0	0	0	1	2
ENSMUSG00000113518	Gm48304	0	0	0	0	0	0
ENSMUSG00000113519	Gm47541	0	0	1	0	0	1
ENSMUSG00000113520	Gm4257	0	0	0	0	0	0
ENSMUSG00000113521	Gm29787	1	0	2	0	0	0
ENSMUSG00000113522	Gm48479	0	0	0	0	0	0
ENSMUSG00000113523	Gm48366	0	0	0	0	0	0
ENSMUSG00000113524	Gm47847	0	0	0	0	0	0
ENSMUSG00000113526	Gm47453	0	0	0	0	0	0
ENSMUSG00000113527	Gm48079	0	0	0	0	0	0
ENSMUSG00000113528	Gm32699	1	1	2	3	0	5
ENSMUSG00000113529	Gm47484	2	0	3	1	0	2
ENSMUSG00000113530	Gm8672	0	0	0	0	0	0
ENSMUSG00000113531	Gm2915	0	0	0	0	0	0
ENSMUSG00000113532	Gm47393	0	0	0	0	0	0
ENSMUSG00000113533	Gm46992	0	0	0	0	0	0
ENSMUSG00000113534	Gm19163	0	0	0	0	0	0
ENSMUSG00000113535	AU015791	0	0	0	0	0	0
ENSMUSG00000113536	Gm49327	4	1	0	1	0	0
ENSMUSG00000113537	Gm48807	0	0	0	0	0	0
ENSMUSG00000113538	Gm48665	0	0	0	0	0	0
ENSMUSG00000113539	Gm47684	0	0	0	0	0	0
ENSMUSG00000113540	Gm47206	0	0	0	0	1	0
ENSMUSG00000113541	Gm48409	0	0	0	0	0	0
ENSMUSG00000113542	Gm19154	0	0	0	0	0	0
ENSMUSG00000113543	Gm36264	4	2	9	10	5	5
ENSMUSG00000113544	4833405L11Rik	0	0	0	0	0	0
ENSMUSG00000113545	Gm48238	0	0	0	0	0	0
ENSMUSG00000113546	Gm18441	0	0	1	0	0	0
ENSMUSG00000113547	Gm46389	0	0	0	0	0	0
ENSMUSG00000113548	Gm34047	0	0	0	0	0	0
ENSMUSG00000113549	Gm7739	0	0	0	0	0	0
ENSMUSG00000113550	Gm29687	0	0	0	0	0	0
ENSMUSG00000113551	Gm7768	0	0	0	0	0	0
ENSMUSG00000113552	Gm48046	0	0	0	0	0	0
ENSMUSG00000113553	Gm40932	0	0	0	0	0	0
ENSMUSG00000113554	Gm36758	0	0	0	0	0	0
ENSMUSG00000113555	Gm10095	8	11	18	3	10	19
ENSMUSG00000113556	Gm48317	0	0	0	0	0	0
ENSMUSG00000113557	Gm47657	0	2	1	0	0	0
ENSMUSG00000113558	Tmdd1	0	0	0	0	0	0
ENSMUSG00000113559	Gm40987	0	0	0	0	0	0
ENSMUSG00000113560	Gm48519	0	0	0	0	0	0
ENSMUSG00000113561	Gm19176	0	0	0	0	0	0
ENSMUSG00000113562	Gm47619	0	0	0	0	0	0
ENSMUSG00000113563	Gm2492	0	0	0	0	0	0
ENSMUSG00000113564	Gm48560	0	0	0	0	0	0
ENSMUSG00000113565	Cbx3-ps2	0	0	0	0	0	0
ENSMUSG00000113566	Gm40977	0	0	0	0	0	0
ENSMUSG00000113567	Gm32300	0	0	0	0	0	0
ENSMUSG00000113568	Gm46369	0	1	1	0	0	2
ENSMUSG00000113569	Gm48035	0	0	0	0	0	0
ENSMUSG00000113570	Gm5953	0	0	0	0	0	0
ENSMUSG00000113571	Gm48137	1	3	2	0	1	2
ENSMUSG00000113572	Gm7959	0	0	1	0	0	0
ENSMUSG00000113573	AU017674	0	0	0	0	0	0
ENSMUSG00000113574	Gm48037	0	0	0	0	0	0
ENSMUSG00000113575	A930023M06Rik	0	0	0	0	0	0
ENSMUSG00000113576	Gm47658	0	0	0	0	0	0
ENSMUSG00000113577	Gm19238	2	0	1	1	0	0
ENSMUSG00000113578	Gm48642	0	0	0	0	0	0
ENSMUSG00000113579	Gm47384	0	0	0	0	0	0
ENSMUSG00000113580	Gm48237	0	0	0	0	0	0
ENSMUSG00000113581	Dio3os	0	0	0	0	0	1
ENSMUSG00000113582	Gm33929	0	0	0	0	0	0
ENSMUSG00000113583	Eif1ad9	0	0	0	0	0	0
ENSMUSG00000113584	Gm46355	0	0	0	0	0	0
ENSMUSG00000113585	Gm19605	4	1	6	1	1	7
ENSMUSG00000113586	Gm48606	0	0	0	0	0	0
ENSMUSG00000113587	Gm36287	0	0	0	0	1	0
ENSMUSG00000113588	Gm48328	0	0	0	0	0	0
ENSMUSG00000113589	Gm48374	0	0	0	0	0	0
ENSMUSG00000113590	Gm48378	0	0	0	0	0	0
ENSMUSG00000113591	4930447K03Rik	0	0	0	0	0	0
ENSMUSG00000113592	Gm7093	0	0	0	0	0	0
ENSMUSG00000113593	Zp4-ps	0	0	0	0	0	0
ENSMUSG00000113594	Gm4052	0	0	0	0	0	0
ENSMUSG00000113595	Gm35514	0	0	0	0	0	0
ENSMUSG00000113596	Gm48452	0	0	0	0	0	0
ENSMUSG00000113597	Gm48631	0	0	0	0	0	0
ENSMUSG00000113598	Gm48287	0	0	0	0	0	0
ENSMUSG00000113599	9530014B07Rik	0	0	0	0	0	0
ENSMUSG00000113600	Gm7868	2	1	6	0	1	2
ENSMUSG00000113601	Gm48735	0	0	0	0	0	1
ENSMUSG00000113602	Gm5653	0	0	0	0	0	0
ENSMUSG00000113603	Gm47004	1	1	0	0	2	5
ENSMUSG00000113604	Gm19786	0	0	0	0	0	0
ENSMUSG00000113605	4930425K24Rik	0	0	0	0	0	0
ENSMUSG00000113606	Gm47441	0	0	6	0	3	3
ENSMUSG00000113607	Gm47444	0	0	0	0	0	0
ENSMUSG00000113608	Gm48715	0	0	0	0	0	0
ENSMUSG00000113609	Gm47190	0	0	0	0	0	0
ENSMUSG00000113610	Gm47132	7	2	2	1	1	4
ENSMUSG00000113611	Gm47750	2	4	2	0	0	1
ENSMUSG00000113612	Gm48315	0	0	0	0	0	0
ENSMUSG00000113613	Gm40893	2	0	0	0	0	0
ENSMUSG00000113614	Gm49362	0	0	0	0	0	0
ENSMUSG00000113615	Gm47150	0	0	1	0	0	1
ENSMUSG00000113616	Gm45941	0	1	0	5	2	5
ENSMUSG00000113617	Gm8655	0	1	0	0	1	0
ENSMUSG00000113618	Gm48166	0	0	0	0	0	0
ENSMUSG00000113619	Gm47118	0	0	0	0	0	0
ENSMUSG00000113620	7420701I03Rik	0	0	0	0	0	0
ENSMUSG00000113621	2900060N12Rik	0	0	0	0	0	0
ENSMUSG00000113622	Gm49749	0	0	0	0	0	0
ENSMUSG00000113623	Gm48691	0	0	0	0	0	0
ENSMUSG00000113624	Gm18879	0	0	0	0	0	0
ENSMUSG00000113625	Gm3379	5	5	10	5	8	14
ENSMUSG00000113626	Gm7240	0	0	0	0	0	0
